displayName,commonName,sciName,speciesCode,category,reportAsSpeciesCode,reportAsCategory,showSpeciesPageLink
Chestnut-fronted Helmetshrike,Chestnut-fronted Helmetshrike,Prionops scopifrons,chfhel1,species,chfhel1,species,True
African Shrike-flycatcher,African Shrike-flycatcher,Megabyas flammulatus,afrshf1,species,afrshf1,species,True
Black-and-white Shrike-flycatcher,Black-and-white Shrike-flycatcher,Bias musicus,bawfly1,species,bawfly1,species,True
Brubru,Brubru,Nilaus afer,brubru1,species,brubru1,species,True
Northern Puffback,Northern Puffback,Dryoscopus gambensis,norpuf1,species,norpuf1,species,True
Pringle's Puffback,Pringle's Puffback,Dryoscopus pringlii,pripuf1,species,pripuf1,species,True
Black-backed Puffback,Black-backed Puffback,Dryoscopus cubla,blbpuf2,species,blbpuf2,species,True
Pink-footed Puffback,Pink-footed Puffback,Dryoscopus angolensis,pifpuf1,species,pifpuf1,species,True
Marsh Tchagra,Marsh Tchagra,Tchagra minutus,martch2,species,martch2,species,True
Black-crowned Tchagra,Black-crowned Tchagra,Tchagra senegalus,bkctch1,species,bkctch1,species,True
Brown-crowned Tchagra,Brown-crowned Tchagra,Tchagra australis,brctch1,species,brctch1,species,True
Three-streaked Tchagra,Three-streaked Tchagra,Tchagra jamesi,thstch1,species,thstch1,species,True
Red-naped Bushshrike,Red-naped Bushshrike,Laniarius ruficeps,renbus1,species,renbus1,species,True
Lühder's Bushshrike,Lühder's Bushshrike,Laniarius luehderi,luebus1,species,luebus1,species,True
Tropical Boubou,Tropical Boubou,Laniarius major,trobou1,species,trobou1,species,True
Zanzibar Boubou,Zanzibar Boubou,Laniarius sublacteus,zanbou1,species,zanbou1,species,True
Black-headed Gonolek,Black-headed Gonolek,Laniarius erythrogaster,blhgon1,species,blhgon1,species,True
Papyrus Gonolek,Papyrus Gonolek,Laniarius mufumbiri,papgon1,species,papgon1,species,True
Slate-colored Boubou,Slate-colored Boubou,Laniarius funebris,slcbou1,species,slcbou1,species,True
Rosy-patched Bushshrike,Rosy-patched Bushshrike,Rhodophoneus cruentus,ropbus1,species,ropbus1,species,True
Gray-green Bushshrike,Gray-green Bushshrike,Telophorus bocagei,gygbus1,species,gygbus1,species,True
Sulphur-breasted Bushshrike,Sulphur-breasted Bushshrike,Telophorus sulfureopectus,subbus1,species,subbus1,species,True
Black-fronted Bushshrike,Black-fronted Bushshrike,Telophorus nigrifrons,blfbus1,species,blfbus1,species,True
Four-colored Bushshrike,Four-colored Bushshrike,Telophorus viridis,focbus2,species,focbus2,species,True
Doherty's Bushshrike,Doherty's Bushshrike,Telophorus dohertyi,dohbus1,species,dohbus1,species,True
Gray-headed Bushshrike,Gray-headed Bushshrike,Malaconotus blanchoti,gyhbus1,species,gyhbus1,species,True
Sharpe's Drongo,Sharpe's Drongo,Dicrurus sharpei,shadro1,species,shadro1,species,True
Common Square-tailed Drongo,Common Square-tailed Drongo,Dicrurus ludwigii,cstdro1,species,cstdro1,species,True
Fork-tailed Drongo,Fork-tailed Drongo,Dicrurus adsimilis,fotdro5,species,fotdro5,species,True
Fork-tailed/Glossy-backed Drongo,Fork-tailed/Glossy-backed Drongo,Dicrurus adsimilis/divaricatus,fotdro1,slash,fotdro1,slash,False
Velvet-mantled Drongo,Velvet-mantled Drongo,Dicrurus modestus,vemdro6,species,vemdro6,species,True
African Crested-Flycatcher,African Crested-Flycatcher,Trochocercus cyanomelas,afcfly1,species,afcfly1,species,True
Black-headed Paradise-Flycatcher,Black-headed Paradise-Flycatcher,Terpsiphone rufiventer,bhpfly1,species,bhpfly1,species,True
African Paradise-Flycatcher,African Paradise-Flycatcher,Terpsiphone viridis,afpfly1,species,afpfly1,species,True
Black-headed x African Paradise-Flycatcher (hybrid),Black-headed x African Paradise-Flycatcher (hybrid),Terpsiphone rufiventer x viridis,x00862,hybrid,x00862,hybrid,False
Red-backed Shrike,Red-backed Shrike,Lanius collurio,rebshr1,species,rebshr1,species,True
Red-tailed Shrike,Red-tailed Shrike,Lanius phoenicuroides,rutshr2,species,rutshr2,species,True
Red-backed x Red-tailed Shrike (hybrid),Red-backed x Red-tailed Shrike (hybrid),Lanius collurio x phoenicuroides,x00860,hybrid,x00860,hybrid,False
Isabelline Shrike,Isabelline Shrike,Lanius isabellinus,isashr1,species,isashr1,species,True
Red-tailed/Isabelline Shrike,Red-tailed/Isabelline Shrike,Lanius phoenicuroides/isabellinus,rutshr1,slash,rutshr1,slash,False
Lesser Gray Shrike,Lesser Gray Shrike,Lanius minor,legshr2,species,legshr2,species,True
Gray-backed Fiscal,Gray-backed Fiscal,Lanius excubitoroides,gybfis1,species,gybfis1,species,True
Long-tailed Fiscal,Long-tailed Fiscal,Lanius cabanisi,lotfis1,species,lotfis1,species,True
Taita Fiscal,Taita Fiscal,Lanius dorsalis,taifis1,species,taifis1,species,True
Somali Fiscal,Somali Fiscal,Lanius somalicus,somfis1,species,somfis1,species,True
Mackinnon's Shrike,Mackinnon's Shrike,Lanius mackinnoni,macshr1,species,macshr1,species,True
Northern Fiscal,Northern Fiscal,Lanius humeralis,norfis1,species,norfis1,species,True
Masked Shrike,Masked Shrike,Lanius nubicus,masshr1,species,masshr1,species,True
Woodchat Shrike,Woodchat Shrike,Lanius senator,wooshr1,species,wooshr1,species,True
shrike sp.,shrike sp.,Lanius sp.,shrike,spuh,shrike,spuh,False
Yellow-billed Shrike,Yellow-billed Shrike,Corvinella corvina,yebshr1,species,yebshr1,species,True
Magpie Shrike,Magpie Shrike,Corvinella melanoleuca,magshr1,species,magshr1,species,True
White-rumped Shrike,White-rumped Shrike,Eurocephalus ruppelli,whrshr1,species,whrshr1,species,True
Piapiac,Piapiac,Ptilostomus afer,piapia1,species,piapia1,species,True
House Crow,House Crow,Corvus splendens,houcro1,species,houcro1,species,True
Cape Crow,Cape Crow,Corvus capensis,capcro2,species,capcro2,species,True
Pied Crow,Pied Crow,Corvus albus,piecro1,species,piecro1,species,True
Somali Crow,Somali Crow,Corvus edithae,somcro2,species,somcro2,species,True
Fan-tailed Raven,Fan-tailed Raven,Corvus rhipidurus,fatrav1,species,fatrav1,species,True
White-necked Raven,White-necked Raven,Corvus albicollis,whnrav1,species,whnrav1,species,True
Yellow-bellied Hyliota,Yellow-bellied Hyliota,Hyliota flavigaster,yebhyl1,species,yebhyl1,species,True
Southern Hyliota,Southern Hyliota,Hyliota australis,souhyl1,species,souhyl1,species,True
African Blue Flycatcher,African Blue Flycatcher,Elminia longicauda,afbfly1,species,afbfly1,species,True
Dusky Crested-Flycatcher,Dusky Crested-Flycatcher,Elminia nigromitrata,ducfly1,species,ducfly1,species,True
White-tailed Crested-Flycatcher,White-tailed Crested-Flycatcher,Elminia albonotata,wtcfly1,species,wtcfly1,species,True
White-shouldered Black-Tit,White-shouldered Black-Tit,Melaniparus guineensis,whsblt1,species,whsblt1,species,True
White-bellied Tit,White-bellied Tit,Melaniparus albiventris,whbtit5,species,whbtit5,species,True
Dusky Tit,Dusky Tit,Melaniparus funereus,dustit2,species,dustit2,species,True
Somali Tit,Somali Tit,Melaniparus thruppi,somtit4,species,somtit4,species,True
Red-throated Tit,Red-throated Tit,Melaniparus fringillinus,rettit2,species,rettit2,species,True
Mouse-colored Penduline-Tit,Mouse-colored Penduline-Tit,Anthoscopus musculus,mcptit1,species,mcptit1,species,True
African Penduline-Tit,African Penduline-Tit,Anthoscopus caroli,afptit1,species,afptit1,species,True
Chestnut-backed Sparrow-Lark,Chestnut-backed Sparrow-Lark,Eremopterix leucotis,cbslar1,species,cbslar1,species,True
Chestnut-headed Sparrow-Lark,Chestnut-headed Sparrow-Lark,Eremopterix signatus,chhspl1,species,chhspl1,species,True
Fischer's Sparrow-Lark,Fischer's Sparrow-Lark,Eremopterix leucopareia,fislar1,species,fislar1,species,True
Pink-breasted Lark,Pink-breasted Lark,Calendulauda poecilosterna,piblar3,species,piblar3,species,True
Foxy Lark,Foxy Lark,Calendulauda alopex,foxlar1,species,foxlar1,species,True
Collared Lark,Collared Lark,Mirafra collaris,collar1,species,collar1,species,True
Red-winged Lark,Red-winged Lark,Mirafra hypermetra,rewlar1,species,rewlar1,species,True
Rufous-naped Lark,Rufous-naped Lark,Mirafra africana,runlar1,species,runlar1,species,True
Flappet Lark,Flappet Lark,Mirafra rufocinnamomea,flalar1,species,flalar1,species,True
Williams's Lark,Williams's Lark,Mirafra williamsi,willar1,species,willar1,species,True
Friedmann's Lark,Friedmann's Lark,Mirafra pulpa,frilar1,species,frilar1,species,True
White-tailed Lark,White-tailed Lark,Mirafra albicauda,whtlar1,species,whtlar1,species,True
Singing Bushlark,Singing Bushlark,Mirafra cantillans,sinbus1,species,sinbus1,species,True
Gillett's Lark,Gillett's Lark,Mirafra gilletti,gillar1,species,gillar1,species,True
Red-capped Lark,Red-capped Lark,Calandrella cinerea,reclar1,species,reclar1,species,True
Greater Short-toed Lark,Greater Short-toed Lark,Calandrella brachydactyla,gstlar1,species,gstlar1,species,True
Somali Short-toed Lark,Somali Short-toed Lark,Alaudala somalica,sstlar1,species,sstlar1,species,True
Short-tailed Lark,Short-tailed Lark,Spizocorys fremantlii,shtlar1,species,shtlar1,species,True
Masked Lark,Masked Lark,Spizocorys personata,maslar1,species,maslar1,species,True
Thekla's Lark,Thekla's Lark,Galerida theklae,thelar1,species,thelar1,species,True
Crested Lark,Crested Lark,Galerida cristata,crelar2,species,crelar2,species,True
lark sp.,lark sp.,Alaudidae sp.,lark1,spuh,lark1,spuh,False
Eastern Nicator,Eastern Nicator,Nicator gularis,easnic1,species,easnic1,species,True
Green Crombec,Green Crombec,Sylvietta virens,grecro1,species,grecro1,species,True
White-browed Crombec,White-browed Crombec,Sylvietta leucophrys,whbcro2,species,whbcro2,species,True
Northern Crombec,Northern Crombec,Sylvietta brachyura,norcro1,species,norcro1,species,True
Red-faced Crombec,Red-faced Crombec,Sylvietta whytii,refcro1,species,refcro1,species,True
Somali Crombec,Somali Crombec,Sylvietta isabellina,somcro1,species,somcro1,species,True
Moustached Grass-Warbler,Moustached Grass-Warbler,Melocichla mentalis,mogwar1,species,mogwar1,species,True
Kretschmer's Longbill,Kretschmer's Longbill,Macrosphenus kretschmeri,krelon1,species,krelon1,species,True
Green Hylia,Green Hylia,Hylia prasina,grehyl1,species,grehyl1,species,True
Yellow-vented Eremomela,Yellow-vented Eremomela,Eremomela flavicrissalis,yevere1,species,yevere1,species,True
Yellow-bellied Eremomela,Yellow-bellied Eremomela,Eremomela icteropygialis,yebere1,species,yebere1,species,True
Green-backed Eremomela,Green-backed Eremomela,Eremomela canescens,grbere1,species,grbere1,species,True
Greencap Eremomela,Greencap Eremomela,Eremomela scotops,greere1,species,greere1,species,True
Turner's Eremomela,Turner's Eremomela,Eremomela turneri,turere1,species,turere1,species,True
White-chinned Prinia,White-chinned Prinia,Schistolais leucopogon,whcpri2,species,whcpri2,species,True
Black-collared Apalis,Black-collared Apalis,Oreolais pulcher,blcapa2,species,blcapa2,species,True
Miombo Wren-Warbler,Miombo Wren-Warbler,Calamonastes undosus,miowrw2,species,miowrw2,species,True
Gray Wren-Warbler,Gray Wren-Warbler,Calamonastes simplex,grywrw1,species,grywrw1,species,True
Green-backed Camaroptera,Green-backed Camaroptera,Camaroptera brachyura,grbcam1,species,grbcam1,species,True
Olive-green Camaroptera,Olive-green Camaroptera,Camaroptera chloronota,olgcam1,species,olgcam1,species,True
Buff-bellied Warbler,Buff-bellied Warbler,Phyllolais pulchella,bubwar2,species,bubwar2,species,True
Bar-throated Apalis,Bar-throated Apalis,Apalis thoracica,batapa2,species,batapa2,species,True
Taita Apalis,Taita Apalis,Apalis fuscigularis,batapa4,species,batapa4,species,True
Black-throated Apalis,Black-throated Apalis,Apalis jacksoni,bltapa1,species,bltapa1,species,True
Yellow-breasted Apalis,Yellow-breasted Apalis,Apalis flavida,yebapa1,species,yebapa1,species,True
Buff-throated Apalis,Buff-throated Apalis,Apalis rufogularis,butapa1,species,butapa1,species,True
Chestnut-throated Apalis,Chestnut-throated Apalis,Apalis porphyrolaema,chtapa3,species,chtapa3,species,True
Black-headed Apalis,Black-headed Apalis,Apalis melanocephala,blhapa1,species,blhapa1,species,True
Gray Apalis,Gray Apalis,Apalis cinerea,gryapa1,species,gryapa1,species,True
Karamoja Apalis,Karamoja Apalis,Apalis karamojae,karapa1,species,karapa1,species,True
Tawny-flanked Prinia,Tawny-flanked Prinia,Prinia subflava,tafpri1,species,tafpri1,species,True
Pale Prinia,Pale Prinia,Prinia somalica,palpri1,species,palpri1,species,True
River Prinia,River Prinia,Prinia fluviatilis,rivpri1,species,rivpri1,species,True
Banded Prinia,Banded Prinia,Prinia bairdii,banpri1,species,banpri1,species,True
Red-winged Prinia,Red-winged Prinia,Prinia erythroptera,rewpri1,species,rewpri1,species,True
Red-fronted Prinia,Red-fronted Prinia,Prinia rufifrons,refwar2,species,refwar2,species,True
Black-faced Rufous-Warbler,Black-faced Rufous-Warbler,Bathmocercus rufus,bkfruw1,species,bkfruw1,species,True
Gray-capped Warbler,Gray-capped Warbler,Eminia lepida,gycwar3,species,gycwar3,species,True
Red-faced Cisticola,Red-faced Cisticola,Cisticola erythrops,refcis1,species,refcis1,species,True
Singing Cisticola,Singing Cisticola,Cisticola cantans,sincis1,species,sincis1,species,True
Whistling Cisticola,Whistling Cisticola,Cisticola lateralis,whicis1,species,whicis1,species,True
Trilling Cisticola,Trilling Cisticola,Cisticola woosnami,tricis1,species,tricis1,species,True
Chubb's Cisticola,Chubb's Cisticola,Cisticola chubbi,chucis1,species,chucis1,species,True
Hunter's Cisticola,Hunter's Cisticola,Cisticola hunteri,huncis1,species,huncis1,species,True
Rock-loving Cisticola,Rock-loving Cisticola,Cisticola aberrans,rolcis2,species,rolcis2,species,True
Boran Cisticola,Boran Cisticola,Cisticola bodessa,borcis1,species,borcis1,species,True
Rattling Cisticola,Rattling Cisticola,Cisticola chiniana,ratcis1,species,ratcis1,species,True
Ashy Cisticola,Ashy Cisticola,Cisticola cinereolus,ashcis1,species,ashcis1,species,True
Red-pate Cisticola,Red-pate Cisticola,Cisticola ruficeps,repcis1,species,repcis1,species,True
Wailing Cisticola,Wailing Cisticola,Cisticola lais,waicis1,species,waicis1,species,True
Tana River Cisticola,Tana River Cisticola,Cisticola restrictus,tarcis1,species,tarcis1,species,True
Winding Cisticola,Winding Cisticola,Cisticola marginatus,wincis3,species,wincis3,species,True
Coastal Cisticola,Coastal Cisticola,Cisticola haematocephalus,wincis4,species,wincis4,species,True
Carruthers's Cisticola,Carruthers's Cisticola,Cisticola carruthersi,carcis1,species,carcis1,species,True
Levaillant's Cisticola,Levaillant's Cisticola,Cisticola tinniens,tincis1,species,tincis1,species,True
Stout Cisticola,Stout Cisticola,Cisticola robustus,stocis1,species,stocis1,species,True
Croaking Cisticola,Croaking Cisticola,Cisticola natalensis,crocis1,species,crocis1,species,True
Aberdare Cisticola,Aberdare Cisticola,Cisticola aberdare,abecis1,species,abecis1,species,True
Tabora Cisticola,Tabora Cisticola,Cisticola angusticauda,tabcis1,species,tabcis1,species,True
Siffling Cisticola,Siffling Cisticola,Cisticola brachypterus,sifcis1,species,sifcis1,species,True
Foxy Cisticola,Foxy Cisticola,Cisticola troglodytes,foxcis1,species,foxcis1,species,True
Tiny Cisticola,Tiny Cisticola,Cisticola nana,tincis3,species,tincis3,species,True
Zitting Cisticola,Zitting Cisticola,Cisticola juncidis,zitcis1,species,zitcis1,species,True
Desert Cisticola,Desert Cisticola,Cisticola aridulus,descis1,species,descis1,species,True
Black-backed Cisticola,Black-backed Cisticola,Cisticola eximius,blncis1,species,blncis1,species,True
Pectoral-patch Cisticola,Pectoral-patch Cisticola,Cisticola brunnescens,pepcis1,species,pepcis1,species,True
Wing-snapping Cisticola,Wing-snapping Cisticola,Cisticola ayresii,wiscis1,species,wiscis1,species,True
cisticola sp.,cisticola sp.,Cisticola sp.,cistic1,spuh,cistic1,spuh,False
Papyrus Yellow-Warbler,Papyrus Yellow-Warbler,Calamonastides gracilirostris,paywar1,species,paywar1,species,True
Eastern Olivaceous Warbler,Eastern Olivaceous Warbler,Iduna pallida,eaowar1,species,eaowar1,species,True
African Yellow-Warbler,African Yellow-Warbler,Iduna natalensis,afywar1,species,afywar1,species,True
Mountain Yellow-Warbler,Mountain Yellow-Warbler,Iduna similis,moywar1,species,moywar1,species,True
Upcher's Warbler,Upcher's Warbler,Hippolais languida,upcwar1,species,upcwar1,species,True
Olive-tree Warbler,Olive-tree Warbler,Hippolais olivetorum,oltwar1,species,oltwar1,species,True
Icterine Warbler,Icterine Warbler,Hippolais icterina,ictwar1,species,ictwar1,species,True
Sedge Warbler,Sedge Warbler,Acrocephalus schoenobaenus,sedwar1,species,sedwar1,species,True
Marsh Warbler,Marsh Warbler,Acrocephalus palustris,marwar3,species,marwar3,species,True
Eurasian Reed Warbler,Eurasian Reed Warbler,Acrocephalus scirpaceus,eurwar1,species,eurwar1,species,True
African Reed Warbler,African Reed Warbler,Acrocephalus baeticatus,afrwar1,species,afrwar1,species,True
Basra Reed Warbler,Basra Reed Warbler,Acrocephalus griseldis,barwar2,species,barwar2,species,True
Lesser Swamp Warbler,Lesser Swamp Warbler,Acrocephalus gracilirostris,leswar1,species,leswar1,species,True
Greater Swamp Warbler,Greater Swamp Warbler,Acrocephalus rufescens,grswar2,species,grswar2,species,True
Great Reed Warbler,Great Reed Warbler,Acrocephalus arundinaceus,grrwar1,species,grrwar1,species,True
Acrocephalus sp.,Acrocephalus sp.,Acrocephalus sp.,acroce1,spuh,acroce1,spuh,False
Fan-tailed Grassbird,Fan-tailed Grassbird,Schoenicola brevirostris,fatgra1,species,fatgra1,species,True
Evergreen-forest Warbler,Evergreen-forest Warbler,Bradypterus lopezi,camscw1,species,camscw1,species,True
Cinnamon Bracken-Warbler,Cinnamon Bracken-Warbler,Bradypterus cinnamomeus,cibwar1,species,cibwar1,species,True
Little Rush-Warbler,Little Rush-Warbler,Bradypterus baboecala,afbwar1,species,afbwar1,species,True
White-winged Swamp Warbler,White-winged Swamp Warbler,Bradypterus carpalis,wwswar1,species,wwswar1,species,True
River Warbler,River Warbler,Locustella fluviatilis,eurwar2,species,eurwar2,species,True
Savi's Warbler,Savi's Warbler,Locustella luscinioides,savwar1,species,savwar1,species,True
Common Grasshopper-Warbler,Common Grasshopper-Warbler,Locustella naevia,cogwar1,species,cogwar1,species,True
Plain Martin,Plain Martin,Riparia paludicola,plamar1,species,plamar1,species,True
Bank Swallow,Bank Swallow,Riparia riparia,banswa,species,banswa,species,True
Banded Martin,Banded Martin,Riparia cincta,banmar1,species,banmar1,species,True
Mascarene Martin,Mascarene Martin,Phedina borbonica,masmar1,species,masmar1,species,True
Rock Martin,Rock Martin,Ptyonoprogne fuligula,rocmar2,species,rocmar2,species,True
Barn Swallow,Barn Swallow,Hirundo rustica,barswa,species,barswa,species,True
Ethiopian Swallow,Ethiopian Swallow,Hirundo aethiopica,ethswa1,species,ethswa1,species,True
Angola Swallow,Angola Swallow,Hirundo angolensis,angswa1,species,angswa1,species,True
Wire-tailed Swallow,Wire-tailed Swallow,Hirundo smithii,witswa1,species,witswa1,species,True
Montane Blue Swallow,Montane Blue Swallow,Hirundo atrocaerulea,bluswa1,species,bluswa1,species,True
Red-rumped Swallow,Red-rumped Swallow,Cecropis daurica,rerswa1,species,rerswa1,species,True
Lesser Striped Swallow,Lesser Striped Swallow,Cecropis abyssinica,lessts1,species,lessts1,species,True
Rufous-chested Swallow,Rufous-chested Swallow,Cecropis semirufa,rucswa2,species,rucswa2,species,True
Mosque Swallow,Mosque Swallow,Cecropis senegalensis,mosswa2,species,mosswa2,species,True
South African Swallow,South African Swallow,Petrochelidon spilodera,soaswa2,species,soaswa2,species,True
Common House-Martin,Common House-Martin,Delichon urbicum,cohmar1,species,cohmar1,species,True
White-headed Sawwing,White-headed Sawwing,Psalidoprocne albiceps,whhsaw1,species,whhsaw1,species,True
Black Sawwing,Black Sawwing,Psalidoprocne pristoptera,blksaw1,species,blksaw1,species,True
Gray-rumped Swallow,Gray-rumped Swallow,Pseudhirundo griseopyga,gyrswa1,species,gyrswa1,species,True
swallow sp.,swallow sp.,Hirundinidae sp.,swallo,spuh,swallo,spuh,False
Sombre Greenbul,Sombre Greenbul,Andropadus importunus,somgre1,species,somgre1,species,True
Slender-billed Greenbul,Slender-billed Greenbul,Stelgidillas gracilirostris,slbgre1,species,slbgre1,species,True
Red-tailed Bristlebill,Red-tailed Bristlebill,Bleda syndactylus,combri2,species,combri2,species,True
Lesser Bristlebill,Lesser Bristlebill,Bleda notatus,lesbri2,species,lesbri2,species,True
Shelley's Greenbul,Shelley's Greenbul,Arizelocichla masukuensis,shegre1,species,shegre1,species,True
Eastern Mountain Greenbul,Eastern Mountain Greenbul,Arizelocichla nigriceps,easmog1,species,easmog1,species,True
Stripe-cheeked Greenbul,Stripe-cheeked Greenbul,Arizelocichla milanjensis,stcgre1,species,stcgre1,species,True
Yellow-bellied Greenbul,Yellow-bellied Greenbul,Chlorocichla flaviventris,yebgre1,species,yebgre1,species,True
Joyful Greenbul,Joyful Greenbul,Chlorocichla laetissima,joygre1,species,joygre1,species,True
Honeyguide Greenbul,Honeyguide Greenbul,Baeopogon indicator,hongre1,species,hongre1,species,True
Yellow-throated Greenbul,Yellow-throated Greenbul,Atimastillas flavicollis,yetgre1,species,yetgre1,species,True
Red-tailed Greenbul,Red-tailed Greenbul,Criniger calurus,retgre1,species,retgre1,species,True
Ansorge's Greenbul,Ansorge's Greenbul,Eurillas ansorgei,ansgre1,species,ansgre1,species,True
Plain Greenbul,Plain Greenbul,Eurillas curvirostris,plagre2,species,plagre2,species,True
Yellow-whiskered Greenbul,Yellow-whiskered Greenbul,Eurillas latirostris,yewgre1,species,yewgre1,species,True
Little Greenbul,Little Greenbul,Eurillas virens,litgre2,species,litgre2,species,True
Terrestrial Brownbul,Terrestrial Brownbul,Phyllastrephus terrestris,terbro1,species,terbro1,species,True
Northern Brownbul,Northern Brownbul,Phyllastrephus strepitans,norbro1,species,norbro1,species,True
Gray-olive Greenbul,Gray-olive Greenbul,Phyllastrephus cerviniventris,gyogre1,species,gyogre1,species,True
Toro Olive-Greenbul,Toro Olive-Greenbul,Phyllastrephus hypochloris,toogre1,species,toogre1,species,True
Fischer's Greenbul,Fischer's Greenbul,Phyllastrephus fischeri,fisgre1,species,fisgre1,species,True
Cabanis's Greenbul,Cabanis's Greenbul,Phyllastrephus cabanisi,cabgre1,species,cabgre1,species,True
Yellow-streaked Greenbul,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,yesbul1,species,yesbul1,species,True
Tiny Greenbul,Tiny Greenbul,Phyllastrephus debilis,tingre1,species,tingre1,species,True
greenbul sp.,greenbul sp.,Pycnonotidae sp. (greenbul sp.),greenb1,spuh,greenb1,spuh,False
Common Bulbul,Common Bulbul,Pycnonotus barbatus,combul2,species,combul2,species,True
Wood Warbler,Wood Warbler,Phylloscopus sibilatrix,woowar,species,woowar,species,True
Willow Warbler,Willow Warbler,Phylloscopus trochilus,wlwwar,species,wlwwar,species,True
Common Chiffchaff,Common Chiffchaff,Phylloscopus collybita,comchi1,species,comchi1,species,True
Brown Woodland-Warbler,Brown Woodland-Warbler,Phylloscopus umbrovirens,brwwar1,species,brwwar1,species,True
Yellow-throated Woodland-Warbler,Yellow-throated Woodland-Warbler,Phylloscopus ruficapilla,yetwow1,species,yetwow1,species,True
Uganda Woodland-Warbler,Uganda Woodland-Warbler,Phylloscopus budongoensis,ugawow1,species,ugawow1,species,True
Phylloscopus sp.,Phylloscopus sp.,Phylloscopus sp.,phyllo1,spuh,phyllo1,spuh,False
Yellow Flycatcher,Yellow Flycatcher,Erythrocercus holochlorus,yelfly2,species,yelfly2,species,True
African Hill Babbler,African Hill Babbler,Sylvia abyssinica,afhbab1,species,afhbab1,species,True
Eurasian Blackcap,Eurasian Blackcap,Sylvia atricapilla,blackc1,species,blackc1,species,True
Garden Warbler,Garden Warbler,Sylvia borin,garwar1,species,garwar1,species,True
Barred Warbler,Barred Warbler,Sylvia nisoria,barwar1,species,barwar1,species,True
Banded Parisoma,Banded Parisoma,Sylvia boehmi,banwar2,species,banwar2,species,True
Lesser Whitethroat,Lesser Whitethroat,Sylvia curruca,leswhi4,species,leswhi4,species,True
Brown Parisoma,Brown Parisoma,Sylvia lugens,brnwar1,species,brnwar1,species,True
Greater Whitethroat,Greater Whitethroat,Sylvia communis,grewhi1,species,grewhi1,species,True
Mbulu White-eye,Mbulu White-eye,Zosterops mbuluensis,brrwhe9,species,brrwhe9,species,True
Pale White-eye,Pale White-eye,Zosterops flavilateralis,whbwhe3,species,whbwhe3,species,True
Taita White-eye,Taita White-eye,Zosterops silvanus,brrwhe4,species,brrwhe4,species,True
Heuglin's White-eye,Heuglin's White-eye,Zosterops poliogastrus,heuwhe2,species,heuwhe2,species,True
Kikuyu White-eye,Kikuyu White-eye,Zosterops kikuyuensis,brrwhe3,species,brrwhe3,species,True
African Yellow White-eye,African Yellow White-eye,Zosterops senegalensis,ayweye1,species,ayweye1,species,True
Brown Illadopsis,Brown Illadopsis,Illadopsis fulvescens,broill1,species,broill1,species,True
Pale-breasted Illadopsis,Pale-breasted Illadopsis,Illadopsis rufipennis,pabill1,species,pabill1,species,True
Mountain Illadopsis,Mountain Illadopsis,Illadopsis pyrrhoptera,mouill1,species,mouill1,species,True
Scaly-breasted Illadopsis,Scaly-breasted Illadopsis,Illadopsis albipectus,scbill1,species,scbill1,species,True
Illadopsis sp.,Illadopsis sp.,Illadopsis sp.,illado1,spuh,illado1,spuh,False
Scaly Chatterer,Scaly Chatterer,Turdoides aylmeri,scacha1,species,scacha1,species,True
Rufous Chatterer,Rufous Chatterer,Turdoides rubiginosa,rufcha2,species,rufcha2,species,True
Black-lored Babbler,Black-lored Babbler,Turdoides sharpei,bklbab1,species,bklbab1,species,True
Scaly Babbler,Scaly Babbler,Turdoides squamulata,scabab2,species,scabab2,species,True
Northern Pied-Babbler,Northern Pied-Babbler,Turdoides hypoleuca,norpib1,species,norpib1,species,True
Hinde's Pied-Babbler,Hinde's Pied-Babbler,Turdoides hindei,hipbab1,species,hipbab1,species,True
Brown Babbler,Brown Babbler,Turdoides plebejus,brobab1,species,brobab1,species,True
Arrow-marked Babbler,Arrow-marked Babbler,Turdoides jardineii,armbab1,species,armbab1,species,True
African Spotted Creeper,African Spotted Creeper,Salpornis salvadori,spocre2,species,spocre2,species,True
Red-billed Oxpecker,Red-billed Oxpecker,Buphagus erythrorynchus,reboxp1,species,reboxp1,species,True
Yellow-billed Oxpecker,Yellow-billed Oxpecker,Buphagus africanus,yeboxp1,species,yeboxp1,species,True
Red-billed/Yellow-billed Oxpecker,Red-billed/Yellow-billed Oxpecker,Buphagus erythrorynchus/africanus,y00825,slash,y00825,slash,False
Wattled Starling,Wattled Starling,Creatophora cinerea,watsta1,species,watsta1,species,True
Rosy Starling,Rosy Starling,Pastor roseus,rossta2,species,rossta2,species,True
Violet-backed Starling,Violet-backed Starling,Cinnyricinclus leucogaster,vibsta2,species,vibsta2,species,True
Slender-billed Starling,Slender-billed Starling,Onychognathus tenuirostris,slbsta1,species,slbsta1,species,True
Red-winged Starling,Red-winged Starling,Onychognathus morio,rewsta1,species,rewsta1,species,True
Waller's Starling,Waller's Starling,Onychognathus walleri,walsta1,species,walsta1,species,True
Bristle-crowned Starling,Bristle-crowned Starling,Onychognathus salvadorii,brcsta1,species,brcsta1,species,True
Magpie Starling,Magpie Starling,Speculipastor bicolor,magsta1,species,magsta1,species,True
Sharpe's Starling,Sharpe's Starling,Pholia sharpii,shasta2,species,shasta2,species,True
Abbott's Starling,Abbott's Starling,Poeoptera femoralis,abbsta2,species,abbsta2,species,True
